Date_Ref,Cod_Marca,Descr_Marca,Cod_Loja,Descr_Loja,Matricula,Vlr _Venda
12/1/2025,10,PRETO,71,LOJA-71,MATRIC-430,"139,00"
12/1/2025,10,PRETO,72,LOJA-72,MATRIC-346,"139,00"
12/1/2025,10,PRETO,72,LOJA-72,MATRIC-502,"139,00"
12/1/2025,10,PRETO,73,LOJA-73,MATRIC-347,"139,00"
12/1/2025,10,PRETO,2,LOJA-2,MATRIC-568,"139,00"
12/1/2025,10,PRETO,3,LOJA-3,MATRIC-515,"139,00"
12/1/2025,10,PRETO,3,LOJA-3,MATRIC-417,"139,00"
12/1/2025,10,PRETO,4,LOJA-4,MATRIC-413,"139,00"
12/1/2025,10,PRETO,6,LOJA-6,MATRIC-400,"139,00"
12/1/2025,10,PRETO,6,LOJA-6,MATRIC-400,"139,00"
12/1/2025,10,PRETO,6,LOJA-6,MATRIC-510,"139,00"
12/1/2025,10,PRETO,7,LOJA-7,MATRIC-583,"139,00"
12/1/2025,10,PRETO,7,LOJA-7,MATRIC-583,"139,00"
12/1/2025,10,PRETO,7,LOJA-7,MATRIC-584,"139,00"
12/1/2025,10,PRETO,9,LOJA-9,MATRIC-227,"139,00"
12/1/2025,10,PRETO,9,LOJA-9,MATRIC-227,"139,00"
12/1/2025,10,PRETO,12,LOJA-12,MATRIC-113,"139,00"
12/1/2025,10,PRETO,13,LOJA-13,MATRIC-373,"139,00"
12/1/2025,10,PRETO,16,LOJA-16,MATRIC-318,"139,00"
12/1/2025,10,PRETO,17,LOJA-17,MATRIC-170,"139,00"
12/1/2025,10,PRETO,18,LOJA-18,MATRIC-411,"139,00"
12/1/2025,10,PRETO,18,LOJA-18,MATRIC-433,"139,00"
12/1/2025,10,PRETO,19,LOJA-19,MATRIC-540,"139,00"
12/1/2025,10,PRETO,24,LOJA-24,MATRIC-264,"139,00"
12/1/2025,10,PRETO,24,LOJA-24,MATRIC-177,"139,00"
12/1/2025,10,PRETO,26,LOJA-26,MATRIC-150,"139,00"
12/1/2025,10,PRETO,26,LOJA-26,MATRIC-150,"139,00"
12/1/2025,10,PRETO,26,LOJA-26,MATRIC-163,"139,00"
12/1/2025,10,PRETO,27,LOJA-27,MATRIC-98,"139,00"
12/1/2025,10,PRETO,28,LOJA-28,MATRIC-6,"139,00"
12/1/2025,10,PRETO,28,LOJA-28,MATRIC-6,"139,00"
12/1/2025,10,PRETO,31,LOJA-31,MATRIC-52,"139,00"
12/1/2025,10,PRETO,32,LOJA-32,MATRIC-3,"139,00"
12/1/2025,10,PRETO,34,LOJA-34,MATRIC-157,"139,00"
12/1/2025,10,PRETO,37,LOJA-37,MATRIC-442,"139,00"
12/1/2025,10,PRETO,37,LOJA-37,MATRIC-460,"139,00"
12/1/2025,10,PRETO,38,LOJA-38,MATRIC-179,"139,00"
12/1/2025,10,PRETO,38,LOJA-38,MATRIC-179,"139,00"
12/1/2025,10,PRETO,45,LOJA-45,MATRIC-523,"139,00"
12/1/2025,10,PRETO,50,LOJA-50,MATRIC-116,"139,00"
12/1/2025,10,PRETO,52,LOJA-52,MATRIC-284,"139,00"
12/1/2025,10,PRETO,54,LOJA-54,MATRIC-286,"139,00"
12/1/2025,10,PRETO,8,LOJA-8,MATRIC-269,"139,30"
12/1/2025,10,PRETO,14,LOJA-14,MATRIC-590,"144,00"
12/1/2025,10,PRETO,58,LOJA-58,MATRIC-459,"144,50"
12/1/2025,10,PRETO,4,LOJA-4,MATRIC-493,"148,50"
12/1/2025,10,PRETO,63,LOJA-63,MATRIC-169,"149,00"
12/1/2025,10,PRETO,14,LOJA-14,MATRIC-590,"149,00"
12/1/2025,10,PRETO,18,LOJA-18,MATRIC-518,"149,00"
12/1/2025,10,PRETO,19,LOJA-19,MATRIC-540,"149,00"
12/1/2025,10,PRETO,23,LOJA-23,MATRIC-398,"149,00"
12/1/2025,10,PRETO,30,LOJA-30,MATRIC-248,"149,00"
12/1/2025,10,PRETO,32,LOJA-32,MATRIC-572,"149,00"
12/1/2025,10,PRETO,37,LOJA-37,MATRIC-442,"149,00"
12/1/2025,10,PRETO,53,LOJA-53,MATRIC-444,"149,00"
12/1/2025,10,PRETO,35,LOJA-35,MATRIC-598,"149,20"
12/1/2025,10,PRETO,67,LOJA-67,MATRIC-83,"149,50"
12/1/2025,10,PRETO,67,LOJA-67,MATRIC-83,"149,50"
12/1/2025,10,PRETO,68,LOJA-68,MATRIC-56,"149,50"
12/1/2025,10,PRETO,71,LOJA-71,MATRIC-179,"149,50"
12/1/2025,10,PRETO,7,LOJA-7,MATRIC-583,"149,50"
12/1/2025,10,PRETO,8,LOJA-8,MATRIC-46,"149,50"
12/1/2025,10,PRETO,12,LOJA-12,MATRIC-285,"149,50"
12/1/2025,10,PRETO,13,LOJA-13,MATRIC-422,"149,50"
12/1/2025,10,PRETO,19,LOJA-19,MATRIC-361,"149,50"
12/1/2025,10,PRETO,31,LOJA-31,MATRIC-52,"149,50"
12/1/2025,10,PRETO,33,LOJA-33,MATRIC-60,"149,50"
12/1/2025,10,PRETO,33,LOJA-33,MATRIC-60,"149,50"
12/1/2025,10,PRETO,45,LOJA-45,MATRIC-194,"149,50"
12/1/2025,10,PRETO,58,LOJA-58,MATRIC-459,"149,50"
12/1/2025,30,AZUL,46,LOJA-46,MATRIC-462,"155,20"
12/1/2025,10,PRETO,72,LOJA-72,MATRIC-560,"159,00"
12/1/2025,10,PRETO,77,LOJA-77,MATRIC-173,"159,00"
12/1/2025,10,PRETO,10,LOJA-10,MATRIC-357,"159,00"
12/1/2025,10,PRETO,15,LOJA-15,MATRIC-5,"159,00"
12/1/2025,10,PRETO,19,LOJA-19,MATRIC-361,"159,00"
12/1/2025,10,PRETO,23,LOJA-23,MATRIC-398,"159,00"
12/1/2025,10,PRETO,28,LOJA-28,MATRIC-6,"159,00"
12/1/2025,10,PRETO,30,LOJA-30,MATRIC-238,"159,00"
12/1/2025,10,PRETO,44,LOJA-44,MATRIC-286,"159,00"
12/1/2025,10,PRETO,44,LOJA-44,MATRIC-286,"159,00"
12/1/2025,10,PRETO,53,LOJA-53,MATRIC-444,"159,00"
12/1/2025,10,PRETO,58,LOJA-58,MATRIC-471,"159,00"
12/1/2025,10,PRETO,45,LOJA-45,MATRIC-194,"159,50"
12/1/2025,10,PRETO,22,LOJA-22,MATRIC-497,"160,00"
12/1/2025,30,AZUL,46,LOJA-46,MATRIC-367,"164,00"
12/1/2025,10,PRETO,4,LOJA-4,MATRIC-493,"168,50"
12/1/2025,10,PRETO,63,LOJA-63,MATRIC-185,"169,00"
12/1/2025,40,VERMELHO,69,LOJA-69,MATRIC-93,"169,00"
12/1/2025,10,PRETO,16,LOJA-16,MATRIC-139,"169,00"
12/1/2025,30,AZUL,21,LOJA-21,MATRIC-130,"169,00"
12/1/2025,10,PRETO,37,LOJA-37,MATRIC-442,"169,00"
12/1/2025,10,PRETO,24,LOJA-24,MATRIC-264,"169,50"
12/1/2025,10,PRETO,24,LOJA-24,MATRIC-264,"169,50"
12/1/2025,10,PRETO,58,LOJA-58,MATRIC-459,"169,50"
12/1/2025,30,AZUL,21,LOJA-21,MATRIC-391,"173,40"
12/1/2025,10,PRETO,6,LOJA-6,MATRIC-510,"174,00"
12/1/2025,10,PRETO,19,LOJA-19,MATRIC-412,"174,30"
12/1/2025,10,PRETO,45,LOJA-45,MATRIC-194,"174,30"
12/1/2025,10,PRETO,45,LOJA-45,MATRIC-394,"174,30"
12/1/2025,40,VERMELHO,20,LOJA-20,MATRIC-343,"177,65"
12/1/2025,10,PRETO,78,LOJA-78,MATRIC-513,"179,00"
12/1/2025,10,PRETO,11,LOJA-11,MATRIC-266,"179,00"
12/1/2025,10,PRETO,72,LOJA-72,MATRIC-416,"187,00"
12/1/2025,30,AZUL,47,LOJA-47,MATRIC-160,"188,00"
12/1/2025,40,VERMELHO,5,LOJA-5,MATRIC-427,"188,10"
12/1/2025,10,PRETO,62,LOJA-62,MATRIC-226,"189,00"
12/1/2025,10,PRETO,2,LOJA-2,MATRIC-405,"189,00"
12/1/2025,10,PRETO,14,LOJA-14,MATRIC-200,"189,00"
12/1/2025,10,PRETO,19,LOJA-19,MATRIC-361,"189,00"
12/1/2025,10,PRETO,42,LOJA-42,MATRIC-256,"189,00"
12/1/2025,30,AZUL,47,LOJA-47,MATRIC-374,"189,00"
12/1/2025,40,VERMELHO,69,LOJA-69,MATRIC-279,"189,50"
12/1/2025,10,PRETO,34,LOJA-34,MATRIC-27,"189,50"
12/1/2025,10,PRETO,13,LOJA-13,MATRIC-387,"194,00"
12/1/2025,10,PRETO,16,LOJA-16,MATRIC-139,"194,00"
12/1/2025,20,BRANCO,65,LOJA-65,MATRIC-85,"195,00"
12/1/2025,20,BRANCO,75,LOJA-75,MATRIC-450,"195,00"
12/1/2025,20,BRANCO,79,LOJA-79,MATRIC-599,"195,00"
12/1/2025,20,BRANCO,40,LOJA-40,MATRIC-375,"195,00"
12/1/2025,20,BRANCO,57,LOJA-57,MATRIC-12,"195,00"
12/1/2025,10,PRETO,4,LOJA-4,MATRIC-176,"198,00"
12/1/2025,30,AZUL,46,LOJA-46,MATRIC-454,"198,00"
12/1/2025,40,VERMELHO,69,LOJA-69,MATRIC-93,"199,00"
12/1/2025,10,PRETO,72,LOJA-72,MATRIC-346,"199,00"
12/1/2025,10,PRETO,73,LOJA-73,MATRIC-347,"199,00"
12/1/2025,10,PRETO,7,LOJA-7,MATRIC-583,"199,00"
12/1/2025,10,PRETO,14,LOJA-14,MATRIC-590,"199,00"
12/1/2025,10,PRETO,26,LOJA-26,MATRIC-124,"199,00"
12/1/2025,10,PRETO,48,LOJA-48,MATRIC-404,"199,00"
12/1/2025,10,PRETO,50,LOJA-50,MATRIC-116,"199,00"
12/1/2025,10,PRETO,4,LOJA-4,MATRIC-176,"199,20"
12/1/2025,10,PRETO,77,LOJA-77,MATRIC-186,"202,30"
12/1/2025,10,PRETO,8,LOJA-8,MATRIC-46,"203,50"
12/1/2025,10,PRETO,3,LOJA-3,MATRIC-386,"204,00"
12/1/2025,10,PRETO,16,LOJA-16,MATRIC-139,"204,00"
12/1/2025,30,AZUL,47,LOJA-47,MATRIC-327,"207,20"
12/1/2025,10,PRETO,38,LOJA-38,MATRIC-393,"209,00"
12/1/2025,10,PRETO,7,LOJA-7,MATRIC-82,"209,30"
12/1/2025,10,PRETO,33,LOJA-33,MATRIC-60,"213,50"
12/1/2025,10,PRETO,13,LOJA-13,MATRIC-422,"214,00"
12/1/2025,10,PRETO,32,LOJA-32,MATRIC-572,"214,00"
12/1/2025,10,PRETO,6,LOJA-6,MATRIC-516,"218,00"
12/1/2025,10,PRETO,66,LOJA-66,MATRIC-439,"218,50"
12/1/2025,10,PRETO,32,LOJA-32,MATRIC-572,"218,50"
12/1/2025,40,VERMELHO,1,LOJA-1,MATRIC-335,"219,00"
12/1/2025,10,PRETO,31,LOJA-31,MATRIC-52,"219,00"
12/1/2025,10,PRETO,44,LOJA-44,MATRIC-286,"219,00"
12/1/2025,10,PRETO,67,LOJA-67,MATRIC-83,"224,00"
12/1/2025,10,PRETO,48,LOJA-48,MATRIC-404,"224,00"
12/1/2025,10,PRETO,66,LOJA-66,MATRIC-439,"228,50"
12/1/2025,10,PRETO,8,LOJA-8,MATRIC-46,"229,00"
12/1/2025,10,PRETO,9,LOJA-9,MATRIC-227,"229,00"
12/1/2025,10,PRETO,26,LOJA-26,MATRIC-142,"229,00"
12/1/2025,10,PRETO,29,LOJA-29,MATRIC-260,"229,00"
12/1/2025,10,PRETO,29,LOJA-29,MATRIC-211,"229,00"
12/1/2025,10,PRETO,53,LOJA-53,MATRIC-444,"229,00"
12/1/2025,30,AZUL,55,LOJA-55,MATRIC-564,"229,00"
12/1/2025,10,PRETO,10,LOJA-10,MATRIC-201,"234,00"
12/1/2025,10,PRETO,22,LOJA-22,MATRIC-497,"234,00"
12/1/2025,10,PRETO,66,LOJA-66,MATRIC-495,"236,55"
12/1/2025,10,PRETO,7,LOJA-7,MATRIC-82,"237,30"
12/1/2025,10,PRETO,73,LOJA-73,MATRIC-347,"238,00"
12/1/2025,10,PRETO,26,LOJA-26,MATRIC-463,"238,00"
12/1/2025,30,AZUL,47,LOJA-47,MATRIC-525,"238,00"
12/1/2025,10,PRETO,67,LOJA-67,MATRIC-89,"239,00"
12/1/2025,10,PRETO,8,LOJA-8,MATRIC-46,"239,00"
12/1/2025,10,PRETO,9,LOJA-9,MATRIC-227,"239,00"
12/1/2025,10,PRETO,9,LOJA-9,MATRIC-328,"239,00"
12/1/2025,10,PRETO,14,LOJA-14,MATRIC-590,"239,00"
12/1/2025,10,PRETO,18,LOJA-18,MATRIC-433,"239,00"
12/1/2025,20,BRANCO,49,LOJA-49,MATRIC-119,"240,00"
12/1/2025,10,PRETO,8,LOJA-8,MATRIC-46,"243,50"
12/1/2025,10,PRETO,13,LOJA-13,MATRIC-422,"244,00"
12/1/2025,10,PRETO,18,LOJA-18,MATRIC-382,"244,00"
12/1/2025,40,VERMELHO,69,LOJA-69,MATRIC-93,"249,00"
12/1/2025,10,PRETO,6,LOJA-6,MATRIC-510,"249,00"
12/1/2025,10,PRETO,12,LOJA-12,MATRIC-578,"249,00"
12/1/2025,10,PRETO,13,LOJA-13,MATRIC-480,"249,00"
12/1/2025,10,PRETO,19,LOJA-19,MATRIC-537,"249,00"
12/1/2025,10,PRETO,22,LOJA-22,MATRIC-497,"249,00"
12/1/2025,10,PRETO,32,LOJA-32,MATRIC-114,"249,00"
12/1/2025,10,PRETO,45,LOJA-45,MATRIC-194,"249,00"
12/1/2025,10,PRETO,48,LOJA-48,MATRIC-404,"249,00"
12/1/2025,10,PRETO,48,LOJA-48,MATRIC-287,"249,00"
12/1/2025,10,PRETO,58,LOJA-58,MATRIC-519,"249,00"
12/1/2025,40,VERMELHO,69,LOJA-69,MATRIC-580,"250,00"
12/1/2025,30,AZUL,21,LOJA-21,MATRIC-391,"250,80"
12/1/2025,30,AZUL,55,LOJA-55,MATRIC-341,"250,80"
12/1/2025,20,BRANCO,65,LOJA-65,MATRIC-552,"255,00"
12/1/2025,10,PRETO,30,LOJA-30,MATRIC-238,"258,00"
12/1/2025,30,AZUL,55,LOJA-55,MATRIC-562,"258,00"
12/1/2025,10,PRETO,22,LOJA-22,MATRIC-497,"258,50"
12/1/2025,10,PRETO,48,LOJA-48,MATRIC-404,"259,00"
12/1/2025,10,PRETO,12,LOJA-12,MATRIC-285,"263,50"
12/1/2025,10,PRETO,16,LOJA-16,MATRIC-139,"263,50"
12/1/2025,10,PRETO,31,LOJA-31,MATRIC-52,"263,50"
12/1/2025,40,VERMELHO,69,LOJA-69,MATRIC-279,"264,15"
12/1/2025,10,PRETO,45,LOJA-45,MATRIC-220,"264,60"
12/1/2025,10,PRETO,54,LOJA-54,MATRIC-90,"269,00"
12/1/2025,10,PRETO,32,LOJA-32,MATRIC-572,"269,10"
12/1/2025,10,PRETO,34,LOJA-34,MATRIC-35,"270,30"
12/1/2025,10,PRETO,37,LOJA-37,MATRIC-380,"271,60"
12/1/2025,30,AZUL,46,LOJA-46,MATRIC-367,"272,20"
12/1/2025,10,PRETO,72,LOJA-72,MATRIC-290,"273,15"
12/1/2025,10,PRETO,29,LOJA-29,MATRIC-260,"274,00"
12/1/2025,10,PRETO,58,LOJA-58,MATRIC-459,"274,50"
12/1/2025,30,AZUL,21,LOJA-21,MATRIC-391,"274,80"
12/1/2025,10,PRETO,61,LOJA-61,MATRIC-45,"278,00"
12/1/2025,10,PRETO,61,LOJA-61,MATRIC-45,"278,00"
12/1/2025,10,PRETO,72,LOJA-72,MATRIC-502,"278,00"
12/1/2025,10,PRETO,6,LOJA-6,MATRIC-389,"278,00"
12/1/2025,10,PRETO,9,LOJA-9,MATRIC-227,"278,00"
12/1/2025,10,PRETO,17,LOJA-17,MATRIC-170,"278,00"
12/1/2025,10,PRETO,19,LOJA-19,MATRIC-407,"278,00"
12/1/2025,10,PRETO,24,LOJA-24,MATRIC-264,"278,00"
12/1/2025,10,PRETO,30,LOJA-30,MATRIC-117,"278,00"
12/1/2025,10,PRETO,37,LOJA-37,MATRIC-380,"278,00"
12/1/2025,10,PRETO,48,LOJA-48,MATRIC-287,"278,00"
12/1/2025,10,PRETO,62,LOJA-62,MATRIC-310,"284,05"
12/1/2025,10,PRETO,6,LOJA-6,MATRIC-400,"288,00"
12/1/2025,10,PRETO,58,LOJA-58,MATRIC-459,"288,00"
12/1/2025,10,PRETO,74,LOJA-74,MATRIC-493,"288,50"
12/1/2025,10,PRETO,42,LOJA-42,MATRIC-137,"288,50"
12/1/2025,10,PRETO,73,LOJA-73,MATRIC-347,"289,00"
12/1/2025,10,PRETO,3,LOJA-3,MATRIC-515,"289,00"
12/1/2025,10,PRETO,6,LOJA-6,MATRIC-473,"289,00"
12/1/2025,10,PRETO,13,LOJA-13,MATRIC-505,"289,00"
12/1/2025,10,PRETO,14,LOJA-14,MATRIC-302,"289,00"
12/1/2025,10,PRETO,52,LOJA-52,MATRIC-284,"289,00"
12/1/2025,10,PRETO,53,LOJA-53,MATRIC-444,"289,00"
12/1/2025,10,PRETO,17,LOJA-17,MATRIC-170,"289,50"
12/1/2025,10,PRETO,31,LOJA-31,MATRIC-52,"293,50"
12/1/2025,10,PRETO,32,LOJA-32,MATRIC-572,"293,50"
12/1/2025,10,PRETO,42,LOJA-42,MATRIC-137,"293,50"
12/1/2025,10,PRETO,4,LOJA-4,MATRIC-493,"294,00"
12/1/2025,20,BRANCO,75,LOJA-75,MATRIC-609,"295,00"
12/1/2025,10,PRETO,3,LOJA-3,MATRIC-515,"298,00"
12/1/2025,10,PRETO,17,LOJA-17,MATRIC-170,"298,00"
12/1/2025,10,PRETO,37,LOJA-37,MATRIC-330,"298,00"
12/1/2025,30,AZUL,46,LOJA-46,MATRIC-524,"298,00"
12/1/2025,10,PRETO,66,LOJA-66,MATRIC-439,"298,50"
