Date_Ref,Cod_Marca,Descr_Marca,Cod_Loja,Descr_Loja,Matricula,Vlr _Venda
11/24/2025,10,PRETO,38,LOJA-38,MATRIC-478,"199,20"
11/24/2025,10,PRETO,12,LOJA-12,MATRIC-113,"201,60"
11/24/2025,10,PRETO,23,LOJA-23,MATRIC-604,"201,60"
11/24/2025,10,PRETO,34,LOJA-34,MATRIC-54,"202,30"
11/24/2025,40,VERMELHO,36,LOJA-36,MATRIC-190,"202,30"
11/24/2025,10,PRETO,67,LOJA-67,MATRIC-83,"204,00"
11/24/2025,30,AZUL,21,LOJA-21,MATRIC-536,"207,00"
11/24/2025,10,PRETO,74,LOJA-74,MATRIC-493,"208,50"
11/24/2025,10,PRETO,16,LOJA-16,MATRIC-318,"208,50"
11/24/2025,10,PRETO,6,LOJA-6,MATRIC-516,"208,60"
11/24/2025,10,PRETO,13,LOJA-13,MATRIC-422,"209,00"
11/24/2025,40,VERMELHO,20,LOJA-20,MATRIC-343,"209,25"
11/24/2025,10,PRETO,3,LOJA-3,MATRIC-469,"209,30"
11/24/2025,10,PRETO,29,LOJA-29,MATRIC-215,"214,40"
11/24/2025,10,PRETO,29,LOJA-29,MATRIC-215,"215,60"
11/1/2025,10,PRETO,10,LOJA-10,MATRIC-201,"219,00"
11/1/2025,10,PRETO,16,LOJA-16,MATRIC-139,"219,00"
11/1/2025,10,PRETO,61,LOJA-61,MATRIC-195,"222,40"
11/1/2025,10,PRETO,61,LOJA-61,MATRIC-45,"222,40"
11/1/2025,10,PRETO,72,LOJA-72,MATRIC-409,"222,40"
11/1/2025,10,PRETO,73,LOJA-73,MATRIC-333,"222,40"
11/1/2025,10,PRETO,6,LOJA-6,MATRIC-510,"222,40"
11/1/2025,10,PRETO,10,LOJA-10,MATRIC-377,"222,40"
11/1/2025,10,PRETO,13,LOJA-13,MATRIC-415,"222,40"
11/1/2025,10,PRETO,19,LOJA-19,MATRIC-407,"222,40"
11/1/2025,10,PRETO,30,LOJA-30,MATRIC-581,"222,40"
11/1/2025,10,PRETO,45,LOJA-45,MATRIC-138,"222,40"
11/1/2025,10,PRETO,8,LOJA-8,MATRIC-46,"222,50"
11/1/2025,10,PRETO,45,LOJA-45,MATRIC-394,"223,70"
11/1/2025,40,VERMELHO,1,LOJA-1,MATRIC-421,"224,25"
11/1/2025,40,VERMELHO,5,LOJA-5,MATRIC-378,"224,25"
11/1/2025,10,PRETO,73,LOJA-73,MATRIC-333,"224,44"
11/1/2025,10,PRETO,50,LOJA-50,MATRIC-116,"226,48"
11/1/2025,10,PRETO,48,LOJA-48,MATRIC-404,"226,70"
11/1/2025,20,BRANCO,65,LOJA-65,MATRIC-85,"227,50"
11/1/2025,20,BRANCO,79,LOJA-79,MATRIC-61,"227,50"
11/1/2025,10,PRETO,6,LOJA-6,MATRIC-390,"230,30"
11/1/2025,10,PRETO,45,LOJA-45,MATRIC-523,"230,30"
11/1/2025,10,PRETO,6,LOJA-6,MATRIC-516,"230,40"
11/1/2025,10,PRETO,11,LOJA-11,MATRIC-266,"233,50"
11/1/2025,10,PRETO,33,LOJA-33,MATRIC-60,"234,00"
11/1/2025,10,PRETO,24,LOJA-24,MATRIC-177,"237,30"
11/1/2025,10,PRETO,42,LOJA-42,MATRIC-254,"237,30"
11/1/2025,10,PRETO,53,LOJA-53,MATRIC-530,"237,30"
11/1/2025,10,PRETO,35,LOJA-35,MATRIC-22,"238,40"
11/1/2025,10,PRETO,45,LOJA-45,MATRIC-194,"238,50"
11/1/2025,10,PRETO,63,LOJA-63,MATRIC-185,"239,00"
11/1/2025,10,PRETO,61,LOJA-61,MATRIC-53,"239,20"
11/1/2025,10,PRETO,63,LOJA-63,MATRIC-135,"239,20"
11/1/2025,10,PRETO,66,LOJA-66,MATRIC-512,"239,20"
11/1/2025,10,PRETO,2,LOJA-2,MATRIC-440,"239,20"
11/1/2025,10,PRETO,3,LOJA-3,MATRIC-386,"239,20"
11/1/2025,10,PRETO,7,LOJA-7,MATRIC-584,"239,20"
11/1/2025,10,PRETO,8,LOJA-8,MATRIC-319,"239,20"
11/1/2025,10,PRETO,14,LOJA-14,MATRIC-224,"239,20"
11/1/2025,10,PRETO,16,LOJA-16,MATRIC-154,"239,20"
11/1/2025,10,PRETO,16,LOJA-16,MATRIC-122,"239,20"
11/1/2025,10,PRETO,16,LOJA-16,MATRIC-105,"239,20"
11/1/2025,10,PRETO,19,LOJA-19,MATRIC-218,"239,20"
11/1/2025,10,PRETO,26,LOJA-26,MATRIC-463,"239,20"
11/1/2025,10,PRETO,35,LOJA-35,MATRIC-596,"239,20"
11/1/2025,10,PRETO,37,LOJA-37,MATRIC-380,"239,20"
11/1/2025,10,PRETO,58,LOJA-58,MATRIC-257,"239,20"
11/1/2025,20,BRANCO,57,LOJA-57,MATRIC-12,"240,00"
11/1/2025,10,PRETO,23,LOJA-23,MATRIC-593,"240,20"
11/1/2025,10,PRETO,45,LOJA-45,MATRIC-194,"244,00"
11/1/2025,40,VERMELHO,36,LOJA-36,MATRIC-189,"246,75"
11/1/2025,10,PRETO,15,LOJA-15,MATRIC-5,"247,20"
11/1/2025,10,PRETO,35,LOJA-35,MATRIC-47,"249,00"
11/1/2025,10,PRETO,52,LOJA-52,MATRIC-320,"253,30"
11/1/2025,10,PRETO,17,LOJA-17,MATRIC-170,"255,20"
11/1/2025,10,PRETO,35,LOJA-35,MATRIC-22,"262,50"
11/1/2025,10,PRETO,23,LOJA-23,MATRIC-604,"265,30"
11/1/2025,10,PRETO,9,LOJA-9,MATRIC-227,"271,20"
11/1/2025,10,PRETO,35,LOJA-35,MATRIC-596,"271,60"
11/1/2025,10,PRETO,10,LOJA-10,MATRIC-201,"274,20"
11/1/2025,10,PRETO,68,LOJA-68,MATRIC-244,"278,00"
11/1/2025,10,PRETO,77,LOJA-77,MATRIC-173,"278,00"
11/1/2025,10,PRETO,4,LOJA-4,MATRIC-446,"278,00"
11/1/2025,10,PRETO,7,LOJA-7,MATRIC-109,"278,00"
11/1/2025,10,PRETO,19,LOJA-19,MATRIC-561,"278,00"
11/1/2025,10,PRETO,35,LOJA-35,MATRIC-607,"278,00"
11/1/2025,10,PRETO,8,LOJA-8,MATRIC-46,"278,50"
11/1/2025,10,PRETO,72,LOJA-72,MATRIC-346,"278,60"
11/1/2025,10,PRETO,29,LOJA-29,MATRIC-260,"278,60"
11/1/2025,10,PRETO,52,LOJA-52,MATRIC-284,"278,60"
11/1/2025,10,PRETO,52,LOJA-52,MATRIC-284,"278,60"
11/1/2025,40,VERMELHO,20,LOJA-20,MATRIC-349,"279,30"
11/1/2025,10,PRETO,3,LOJA-3,MATRIC-417,"285,50"
11/1/2025,10,PRETO,11,LOJA-11,MATRIC-266,"288,00"
11/1/2025,10,PRETO,72,LOJA-72,MATRIC-409,"289,00"
11/1/2025,10,PRETO,16,LOJA-16,MATRIC-122,"291,90"
11/1/2025,10,PRETO,34,LOJA-34,MATRIC-35,"291,90"
11/1/2025,10,PRETO,14,LOJA-14,MATRIC-590,"293,50"
11/1/2025,10,PRETO,58,LOJA-58,MATRIC-459,"294,00"
11/1/2025,10,PRETO,73,LOJA-73,MATRIC-553,"294,40"
11/1/2025,10,PRETO,54,LOJA-54,MATRIC-90,"294,88"
11/1/2025,10,PRETO,80,LOJA-80,MATRIC-237,"298,50"
11/1/2025,10,PRETO,31,LOJA-31,MATRIC-52,"298,50"
11/1/2025,10,PRETO,44,LOJA-44,MATRIC-286,"298,50"
11/1/2025,10,PRETO,61,LOJA-61,MATRIC-567,"299,00"
11/1/2025,10,PRETO,14,LOJA-14,MATRIC-302,"299,60"
11/1/2025,10,PRETO,26,LOJA-26,MATRIC-51,"301,50"
11/1/2025,10,PRETO,19,LOJA-19,MATRIC-361,"303,00"
11/1/2025,10,PRETO,52,LOJA-52,MATRIC-284,"303,00"
11/1/2025,10,PRETO,34,LOJA-34,MATRIC-188,"306,80"
11/1/2025,40,VERMELHO,36,LOJA-36,MATRIC-190,"307,30"
11/1/2025,10,PRETO,10,LOJA-10,MATRIC-201,"309,00"
11/1/2025,10,PRETO,71,LOJA-71,MATRIC-430,"310,20"
11/1/2025,10,PRETO,60,LOJA-60,MATRIC-348,"310,40"
11/1/2025,10,PRETO,72,LOJA-72,MATRIC-409,"310,40"
11/1/2025,10,PRETO,19,LOJA-19,MATRIC-218,"310,40"
11/1/2025,10,PRETO,10,LOJA-10,MATRIC-201,"310,80"
11/1/2025,10,PRETO,66,LOJA-66,MATRIC-529,"313,30"
11/1/2025,10,PRETO,7,LOJA-7,MATRIC-80,"313,60"
11/1/2025,10,PRETO,6,LOJA-6,MATRIC-400,"314,00"
11/1/2025,40,VERMELHO,1,LOJA-1,MATRIC-26,"314,10"
11/1/2025,30,AZUL,47,LOJA-47,MATRIC-160,"317,00"
11/1/2025,10,PRETO,71,LOJA-71,MATRIC-488,"318,00"
11/1/2025,10,PRETO,6,LOJA-6,MATRIC-400,"318,00"
11/1/2025,10,PRETO,38,LOJA-38,MATRIC-489,"319,80"
11/1/2025,10,PRETO,8,LOJA-8,MATRIC-311,"319,90"
11/1/2025,10,PRETO,14,LOJA-14,MATRIC-224,"322,40"
11/1/2025,10,PRETO,29,LOJA-29,MATRIC-260,"325,50"
11/1/2025,10,PRETO,6,LOJA-6,MATRIC-400,"326,40"
11/1/2025,10,PRETO,32,LOJA-32,MATRIC-572,"328,50"
11/1/2025,10,PRETO,53,LOJA-53,MATRIC-418,"329,00"
11/1/2025,10,PRETO,3,LOJA-3,MATRIC-517,"333,60"
11/1/2025,10,PRETO,19,LOJA-19,MATRIC-455,"333,60"
11/1/2025,10,PRETO,8,LOJA-8,MATRIC-269,"334,20"
11/1/2025,40,VERMELHO,69,LOJA-69,MATRIC-276,"334,60"
11/1/2025,40,VERMELHO,20,LOJA-20,MATRIC-343,"336,00"
11/1/2025,20,BRANCO,79,LOJA-79,MATRIC-61,"340,00"
11/1/2025,10,PRETO,16,LOJA-16,MATRIC-122,"342,40"
11/1/2025,10,PRETO,78,LOJA-78,MATRIC-520,"343,70"
11/1/2025,10,PRETO,74,LOJA-74,MATRIC-493,"348,00"
11/1/2025,10,PRETO,68,LOJA-68,MATRIC-9,"348,60"
11/1/2025,10,PRETO,14,LOJA-14,MATRIC-200,"348,60"
11/1/2025,10,PRETO,37,LOJA-37,MATRIC-460,"349,30"
11/1/2025,10,PRETO,67,LOJA-67,MATRIC-118,"350,40"
11/1/2025,10,PRETO,6,LOJA-6,MATRIC-400,"350,40"
11/1/2025,10,PRETO,28,LOJA-28,MATRIC-18,"350,40"
11/1/2025,10,PRETO,33,LOJA-33,MATRIC-68,"350,40"
11/1/2025,10,PRETO,76,LOJA-76,MATRIC-92,"353,70"
11/1/2025,10,PRETO,26,LOJA-26,MATRIC-250,"358,00"
11/1/2025,10,PRETO,72,LOJA-72,MATRIC-346,"358,20"
11/1/2025,10,PRETO,29,LOJA-29,MATRIC-260,"359,00"
11/1/2025,10,PRETO,66,LOJA-66,MATRIC-283,"365,60"
11/1/2025,10,PRETO,9,LOJA-9,MATRIC-227,"366,40"
11/1/2025,10,PRETO,22,LOJA-22,MATRIC-497,"366,40"
11/1/2025,10,PRETO,32,LOJA-32,MATRIC-555,"366,40"
11/1/2025,10,PRETO,37,LOJA-37,MATRIC-442,"366,40"
11/1/2025,30,AZUL,46,LOJA-46,MATRIC-521,"368,00"
11/1/2025,40,VERMELHO,36,LOJA-36,MATRIC-78,"368,10"
11/1/2025,10,PRETO,16,LOJA-16,MATRIC-139,"368,50"
11/1/2025,10,PRETO,2,LOJA-2,MATRIC-405,"373,00"
11/1/2025,40,VERMELHO,36,LOJA-36,MATRIC-2,"373,50"
11/1/2025,10,PRETO,67,LOJA-67,MATRIC-32,"374,40"
11/1/2025,10,PRETO,8,LOJA-8,MATRIC-46,"378,50"
11/1/2025,40,VERMELHO,69,LOJA-69,MATRIC-276,"379,00"
11/1/2025,10,PRETO,6,LOJA-6,MATRIC-400,"381,05"
11/1/2025,10,PRETO,53,LOJA-53,MATRIC-482,"381,40"
11/1/2025,10,PRETO,53,LOJA-53,MATRIC-444,"381,80"
11/1/2025,10,PRETO,19,LOJA-19,MATRIC-412,"382,40"
11/1/2025,20,BRANCO,49,LOJA-49,MATRIC-101,"385,00"
11/1/2025,10,PRETO,11,LOJA-11,MATRIC-266,"388,00"
11/1/2025,10,PRETO,8,LOJA-8,MATRIC-46,"388,50"
11/1/2025,10,PRETO,67,LOJA-67,MATRIC-128,"389,20"
11/1/2025,10,PRETO,34,LOJA-34,MATRIC-35,"389,20"
11/1/2025,10,PRETO,35,LOJA-35,MATRIC-607,"389,20"
11/1/2025,20,BRANCO,65,LOJA-65,MATRIC-85,"390,00"
