Date_Ref,Cod_Marca,Descr_Marca,Cod_Loja,Descr_Loja,Matricula,Vlr _Venda
10/1/2025,10,PRETO,35,LOJA-35,MATRIC-10,"69,50"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-409,"69,50"
10/1/2025,10,PRETO,9,LOJA-9,MATRIC-227,"69,50"
10/1/2025,10,PRETO,19,LOJA-19,MATRIC-361,"69,50"
10/1/2025,10,PRETO,44,LOJA-44,MATRIC-286,"69,50"
10/1/2025,10,PRETO,8,LOJA-8,MATRIC-46,"74,50"
10/1/2025,10,PRETO,13,LOJA-13,MATRIC-422,"78,45"
10/1/2025,10,PRETO,16,LOJA-16,MATRIC-139,"79,50"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-409,"79,50"
10/1/2025,10,PRETO,29,LOJA-29,MATRIC-260,"79,50"
10/1/2025,10,PRETO,13,LOJA-13,MATRIC-422,"79,50"
10/1/2025,10,PRETO,12,LOJA-12,MATRIC-578,"83,40"
10/1/2025,10,PRETO,33,LOJA-33,MATRIC-60,"84,50"
10/1/2025,10,PRETO,33,LOJA-33,MATRIC-60,"84,50"
10/1/2025,10,PRETO,67,LOJA-67,MATRIC-83,"84,50"
10/1/2025,10,PRETO,44,LOJA-44,MATRIC-286,"89,00"
10/1/2025,30,AZUL,55,LOJA-55,MATRIC-341,"89,00"
10/1/2025,30,AZUL,47,LOJA-47,MATRIC-327,"89,00"
10/1/2025,10,PRETO,48,LOJA-48,MATRIC-287,"89,40"
10/1/2025,30,AZUL,55,LOJA-55,MATRIC-341,"89,40"
10/1/2025,10,PRETO,52,LOJA-52,MATRIC-284,"90,00"
10/1/2025,10,PRETO,11,LOJA-11,MATRIC-325,"90,00"
10/1/2025,10,PRETO,77,LOJA-77,MATRIC-173,"94,50"
10/1/2025,10,PRETO,42,LOJA-42,MATRIC-137,"94,50"
10/1/2025,10,PRETO,7,LOJA-7,MATRIC-583,"94,50"
10/1/2025,10,PRETO,37,LOJA-37,MATRIC-460,"97,30"
10/1/2025,10,PRETO,54,LOJA-54,MATRIC-65,"97,30"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-409,"99,00"
10/1/2025,10,PRETO,30,LOJA-30,MATRIC-161,"104,30"
10/1/2025,10,PRETO,9,LOJA-9,MATRIC-271,"104,30"
10/1/2025,10,PRETO,45,LOJA-45,MATRIC-194,"104,30"
10/1/2025,10,PRETO,45,LOJA-45,MATRIC-194,"109,50"
10/1/2025,10,PRETO,8,LOJA-8,MATRIC-46,"109,50"
10/1/2025,10,PRETO,3,LOJA-3,MATRIC-515,"111,30"
10/1/2025,10,PRETO,31,LOJA-31,MATRIC-52,"114,50"
10/1/2025,30,AZUL,21,LOJA-21,MATRIC-536,"119,00"
10/1/2025,30,AZUL,55,LOJA-55,MATRIC-564,"119,00"
10/1/2025,10,PRETO,24,LOJA-24,MATRIC-15,"119,00"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-409,"119,50"
10/1/2025,10,PRETO,13,LOJA-13,MATRIC-422,"119,50"
10/1/2025,10,PRETO,48,LOJA-48,MATRIC-404,"119,50"
10/1/2025,10,PRETO,54,LOJA-54,MATRIC-90,"119,50"
10/1/2025,10,PRETO,6,LOJA-6,MATRIC-400,"124,50"
10/1/2025,10,PRETO,31,LOJA-31,MATRIC-52,"124,50"
10/1/2025,10,PRETO,52,LOJA-52,MATRIC-284,"124,50"
10/1/2025,30,AZUL,46,LOJA-46,MATRIC-367,"125,40"
10/1/2025,30,AZUL,46,LOJA-46,MATRIC-474,"128,00"
10/1/2025,10,PRETO,53,LOJA-53,MATRIC-445,"129,00"
10/1/2025,10,PRETO,26,LOJA-26,MATRIC-51,"129,00"
10/1/2025,20,BRANCO,70,LOJA-70,MATRIC-574,"135,00"
10/1/2025,30,AZUL,21,LOJA-21,MATRIC-536,"138,00"
10/1/2025,10,PRETO,48,LOJA-48,MATRIC-287,"139,00"
10/1/2025,10,PRETO,8,LOJA-8,MATRIC-269,"139,00"
10/1/2025,10,PRETO,2,LOJA-2,MATRIC-568,"139,00"
10/1/2025,10,PRETO,53,LOJA-53,MATRIC-418,"139,00"
10/1/2025,10,PRETO,66,LOJA-66,MATRIC-495,"139,00"
10/1/2025,10,PRETO,73,LOJA-73,MATRIC-539,"139,00"
10/1/2025,10,PRETO,52,LOJA-52,MATRIC-284,"139,00"
10/1/2025,10,PRETO,2,LOJA-2,MATRIC-405,"139,00"
10/1/2025,10,PRETO,24,LOJA-24,MATRIC-77,"139,00"
10/1/2025,10,PRETO,6,LOJA-6,MATRIC-400,"139,00"
10/1/2025,10,PRETO,37,LOJA-37,MATRIC-483,"139,00"
10/1/2025,10,PRETO,71,LOJA-71,MATRIC-179,"139,00"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-560,"139,00"
10/1/2025,10,PRETO,53,LOJA-53,MATRIC-470,"139,00"
10/1/2025,10,PRETO,7,LOJA-7,MATRIC-80,"139,00"
10/1/2025,10,PRETO,60,LOJA-60,MATRIC-180,"139,00"
10/1/2025,10,PRETO,66,LOJA-66,MATRIC-439,"139,00"
10/1/2025,10,PRETO,66,LOJA-66,MATRIC-512,"139,00"
10/1/2025,10,PRETO,11,LOJA-11,MATRIC-322,"139,00"
10/1/2025,10,PRETO,67,LOJA-67,MATRIC-89,"139,00"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-560,"139,00"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-409,"139,00"
10/1/2025,10,PRETO,14,LOJA-14,MATRIC-302,"139,00"
10/1/2025,10,PRETO,58,LOJA-58,MATRIC-321,"139,00"
10/1/2025,10,PRETO,48,LOJA-48,MATRIC-486,"139,00"
10/1/2025,10,PRETO,14,LOJA-14,MATRIC-302,"139,00"
10/1/2025,10,PRETO,73,LOJA-73,MATRIC-539,"139,00"
10/1/2025,10,PRETO,78,LOJA-78,MATRIC-520,"139,00"
10/1/2025,10,PRETO,22,LOJA-22,MATRIC-484,"139,00"
10/1/2025,10,PRETO,78,LOJA-78,MATRIC-520,"139,00"
10/1/2025,10,PRETO,22,LOJA-22,MATRIC-497,"139,00"
10/1/2025,10,PRETO,35,LOJA-35,MATRIC-16,"139,00"
10/1/2025,10,PRETO,45,LOJA-45,MATRIC-523,"139,00"
10/1/2025,10,PRETO,10,LOJA-10,MATRIC-384,"139,00"
10/1/2025,10,PRETO,9,LOJA-9,MATRIC-301,"139,30"
10/1/2025,10,PRETO,52,LOJA-52,MATRIC-284,"144,50"
10/1/2025,10,PRETO,44,LOJA-44,MATRIC-286,"144,50"
10/1/2025,20,BRANCO,65,LOJA-65,MATRIC-85,"145,00"
10/1/2025,10,PRETO,13,LOJA-13,MATRIC-422,"147,95"
10/1/2025,10,PRETO,53,LOJA-53,MATRIC-470,"149,00"
10/1/2025,10,PRETO,18,LOJA-18,MATRIC-411,"149,00"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-560,"149,00"
10/1/2025,10,PRETO,28,LOJA-28,MATRIC-13,"149,00"
10/1/2025,10,PRETO,8,LOJA-8,MATRIC-269,"149,00"
10/1/2025,10,PRETO,53,LOJA-53,MATRIC-530,"149,00"
10/1/2025,10,PRETO,2,LOJA-2,MATRIC-405,"149,50"
10/1/2025,10,PRETO,33,LOJA-33,MATRIC-60,"149,50"
10/1/2025,10,PRETO,33,LOJA-33,MATRIC-60,"149,50"
10/1/2025,10,PRETO,7,LOJA-7,MATRIC-583,"149,50"
10/1/2025,10,PRETO,31,LOJA-31,MATRIC-52,"149,50"
10/1/2025,10,PRETO,29,LOJA-29,MATRIC-211,"153,30"
10/1/2025,10,PRETO,31,LOJA-31,MATRIC-84,"157,30"
10/1/2025,10,PRETO,66,LOJA-66,MATRIC-529,"159,00"
10/1/2025,10,PRETO,16,LOJA-16,MATRIC-139,"159,00"
10/1/2025,10,PRETO,66,LOJA-66,MATRIC-439,"159,00"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-504,"159,00"
10/1/2025,10,PRETO,50,LOJA-50,MATRIC-116,"159,00"
10/1/2025,10,PRETO,19,LOJA-19,MATRIC-407,"159,00"
10/1/2025,10,PRETO,71,LOJA-71,MATRIC-528,"159,00"
10/1/2025,10,PRETO,7,LOJA-7,MATRIC-584,"159,00"
10/1/2025,10,PRETO,2,LOJA-2,MATRIC-568,"159,00"
10/1/2025,10,PRETO,16,LOJA-16,MATRIC-17,"159,00"
10/1/2025,10,PRETO,18,LOJA-18,MATRIC-381,"159,00"
10/1/2025,10,PRETO,66,LOJA-66,MATRIC-283,"159,00"
10/1/2025,10,PRETO,7,LOJA-7,MATRIC-583,"164,50"
10/1/2025,10,PRETO,16,LOJA-16,MATRIC-296,"166,80"
10/1/2025,10,PRETO,62,LOJA-62,MATRIC-226,"167,30"
10/1/2025,40,VERMELHO,20,LOJA-20,MATRIC-337,"169,00"
10/1/2025,10,PRETO,54,LOJA-54,MATRIC-281,"169,00"
10/1/2025,10,PRETO,7,LOJA-7,MATRIC-107,"169,00"
10/1/2025,10,PRETO,14,LOJA-14,MATRIC-590,"169,00"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-409,"169,00"
10/1/2025,10,PRETO,19,LOJA-19,MATRIC-361,"169,50"
10/1/2025,10,PRETO,50,LOJA-50,MATRIC-116,"169,50"
10/1/2025,40,VERMELHO,1,LOJA-1,MATRIC-344,"170,10"
10/1/2025,10,PRETO,45,LOJA-45,MATRIC-138,"174,30"
10/1/2025,10,PRETO,15,LOJA-15,MATRIC-363,"179,40"
10/1/2025,40,VERMELHO,69,LOJA-69,MATRIC-245,"188,10"
10/1/2025,10,PRETO,30,LOJA-30,MATRIC-581,"188,30"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-504,"189,00"
10/1/2025,10,PRETO,34,LOJA-34,MATRIC-54,"189,00"
10/1/2025,10,PRETO,53,LOJA-53,MATRIC-418,"189,00"
10/1/2025,10,PRETO,48,LOJA-48,MATRIC-287,"189,00"
10/1/2025,10,PRETO,13,LOJA-13,MATRIC-373,"189,00"
10/1/2025,10,PRETO,12,LOJA-12,MATRIC-285,"189,00"
10/1/2025,10,PRETO,33,LOJA-33,MATRIC-60,"189,00"
10/1/2025,20,BRANCO,79,LOJA-79,MATRIC-7,"190,00"
10/1/2025,40,VERMELHO,20,LOJA-20,MATRIC-337,"190,00"
10/1/2025,20,BRANCO,75,LOJA-75,MATRIC-450,"190,00"
10/1/2025,20,BRANCO,79,LOJA-79,MATRIC-594,"190,00"
10/1/2025,10,PRETO,67,LOJA-67,MATRIC-83,"194,00"
10/1/2025,10,PRETO,17,LOJA-17,MATRIC-170,"194,00"
10/1/2025,10,PRETO,7,LOJA-7,MATRIC-8,"194,60"
10/1/2025,10,PRETO,17,LOJA-17,MATRIC-235,"194,60"
10/1/2025,10,PRETO,9,LOJA-9,MATRIC-263,"194,60"
10/1/2025,20,BRANCO,75,LOJA-75,MATRIC-450,"195,00"
10/1/2025,20,BRANCO,75,LOJA-75,MATRIC-450,"195,00"
10/1/2025,20,BRANCO,79,LOJA-79,MATRIC-129,"195,00"
10/1/2025,20,BRANCO,57,LOJA-57,MATRIC-12,"195,00"
10/1/2025,20,BRANCO,79,LOJA-79,MATRIC-599,"195,00"
10/1/2025,20,BRANCO,75,LOJA-75,MATRIC-156,"195,00"
10/1/2025,20,BRANCO,70,LOJA-70,MATRIC-55,"195,00"
10/1/2025,30,AZUL,46,LOJA-46,MATRIC-367,"198,00"
10/1/2025,10,PRETO,2,LOJA-2,MATRIC-499,"199,00"
10/1/2025,10,PRETO,6,LOJA-6,MATRIC-229,"199,00"
10/1/2025,10,PRETO,53,LOJA-53,MATRIC-530,"199,00"
10/1/2025,10,PRETO,50,LOJA-50,MATRIC-116,"199,00"
10/1/2025,40,VERMELHO,69,LOJA-69,MATRIC-93,"199,00"
10/1/2025,10,PRETO,32,LOJA-32,MATRIC-3,"199,00"
10/1/2025,10,PRETO,71,LOJA-71,MATRIC-430,"199,00"
10/1/2025,10,PRETO,6,LOJA-6,MATRIC-473,"199,00"
10/1/2025,10,PRETO,29,LOJA-29,MATRIC-260,"203,40"
10/1/2025,40,VERMELHO,69,LOJA-69,MATRIC-245,"206,10"
10/1/2025,30,AZUL,55,LOJA-55,MATRIC-436,"208,00"
10/1/2025,30,AZUL,55,LOJA-55,MATRIC-436,"208,00"
10/1/2025,10,PRETO,9,LOJA-9,MATRIC-227,"208,50"
10/1/2025,40,VERMELHO,20,LOJA-20,MATRIC-343,"209,00"
10/1/2025,10,PRETO,50,LOJA-50,MATRIC-116,"209,00"
10/1/2025,40,VERMELHO,1,LOJA-1,MATRIC-335,"209,00"
10/1/2025,10,PRETO,14,LOJA-14,MATRIC-278,"209,30"
10/1/2025,10,PRETO,23,LOJA-23,MATRIC-604,"209,30"
10/1/2025,10,PRETO,35,LOJA-35,MATRIC-10,"209,50"
10/1/2025,10,PRETO,8,LOJA-8,MATRIC-46,"214,00"
10/1/2025,30,AZUL,46,LOJA-46,MATRIC-462,"214,40"
10/1/2025,30,AZUL,46,LOJA-46,MATRIC-367,"217,00"
10/1/2025,10,PRETO,19,LOJA-19,MATRIC-361,"218,50"
10/1/2025,10,PRETO,42,LOJA-42,MATRIC-254,"219,00"
10/1/2025,10,PRETO,71,LOJA-71,MATRIC-179,"219,00"
10/1/2025,10,PRETO,10,LOJA-10,MATRIC-201,"219,00"
10/1/2025,10,PRETO,13,LOJA-13,MATRIC-490,"219,00"
10/1/2025,10,PRETO,3,LOJA-3,MATRIC-417,"222,40"
10/1/2025,10,PRETO,33,LOJA-33,MATRIC-37,"222,40"
10/1/2025,10,PRETO,60,LOJA-60,MATRIC-348,"222,40"
10/1/2025,10,PRETO,6,LOJA-6,MATRIC-400,"222,40"
10/1/2025,10,PRETO,29,LOJA-29,MATRIC-242,"222,40"
10/1/2025,10,PRETO,17,LOJA-17,MATRIC-304,"222,60"
10/1/2025,10,PRETO,6,LOJA-6,MATRIC-400,"223,50"
10/1/2025,10,PRETO,9,LOJA-9,MATRIC-227,"224,00"
10/1/2025,10,PRETO,45,LOJA-45,MATRIC-220,"224,10"
10/1/2025,20,BRANCO,65,LOJA-65,MATRIC-85,"227,50"
10/1/2025,30,AZUL,47,LOJA-47,MATRIC-160,"228,00"
10/1/2025,30,AZUL,21,LOJA-21,MATRIC-536,"228,00"
10/1/2025,10,PRETO,19,LOJA-19,MATRIC-361,"229,00"
10/1/2025,10,PRETO,35,LOJA-35,MATRIC-64,"229,00"
10/1/2025,10,PRETO,37,LOJA-37,MATRIC-509,"229,00"
10/1/2025,10,PRETO,6,LOJA-6,MATRIC-400,"229,00"
10/1/2025,10,PRETO,6,LOJA-6,MATRIC-390,"229,00"
10/1/2025,10,PRETO,2,LOJA-2,MATRIC-499,"229,00"
10/1/2025,10,PRETO,53,LOJA-53,MATRIC-418,"229,00"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-560,"229,00"
10/1/2025,10,PRETO,71,LOJA-71,MATRIC-528,"230,30"
10/1/2025,10,PRETO,31,LOJA-31,MATRIC-106,"230,30"
10/1/2025,10,PRETO,26,LOJA-26,MATRIC-163,"230,40"
10/1/2025,10,PRETO,31,LOJA-31,MATRIC-84,"233,30"
10/1/2025,20,BRANCO,79,LOJA-79,MATRIC-129,"235,00"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-409,"236,55"
10/1/2025,10,PRETO,26,LOJA-26,MATRIC-463,"237,30"
10/1/2025,10,PRETO,71,LOJA-71,MATRIC-488,"238,40"
10/1/2025,10,PRETO,6,LOJA-6,MATRIC-400,"238,40"
10/1/2025,40,VERMELHO,1,LOJA-1,MATRIC-335,"239,00"
10/1/2025,10,PRETO,45,LOJA-45,MATRIC-394,"239,00"
10/1/2025,10,PRETO,2,LOJA-2,MATRIC-568,"239,00"
10/1/2025,10,PRETO,13,LOJA-13,MATRIC-480,"239,00"
10/1/2025,10,PRETO,6,LOJA-6,MATRIC-400,"244,80"
10/1/2025,30,AZUL,47,LOJA-47,MATRIC-160,"247,00"
10/1/2025,30,AZUL,55,LOJA-55,MATRIC-564,"247,00"
10/1/2025,30,AZUL,55,LOJA-55,MATRIC-385,"247,00"
10/1/2025,30,AZUL,47,LOJA-47,MATRIC-525,"248,00"
10/1/2025,10,PRETO,6,LOJA-6,MATRIC-400,"249,00"
10/1/2025,10,PRETO,37,LOJA-37,MATRIC-410,"249,00"
10/1/2025,10,PRETO,11,LOJA-11,MATRIC-266,"249,00"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-290,"249,00"
10/1/2025,10,PRETO,35,LOJA-35,MATRIC-10,"249,00"
10/1/2025,10,PRETO,78,LOJA-78,MATRIC-475,"249,00"
10/1/2025,10,PRETO,6,LOJA-6,MATRIC-400,"249,00"
10/1/2025,10,PRETO,66,LOJA-66,MATRIC-283,"249,00"
10/1/2025,40,VERMELHO,1,LOJA-1,MATRIC-344,"249,00"
10/1/2025,10,PRETO,12,LOJA-12,MATRIC-314,"256,20"
10/1/2025,10,PRETO,7,LOJA-7,MATRIC-99,"258,00"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-560,"259,00"
10/1/2025,10,PRETO,8,LOJA-8,MATRIC-46,"263,50"
10/1/2025,10,PRETO,42,LOJA-42,MATRIC-547,"264,60"
10/1/2025,20,BRANCO,75,LOJA-75,MATRIC-1,"265,00"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-346,"268,00"
10/1/2025,10,PRETO,13,LOJA-13,MATRIC-480,"269,00"
10/1/2025,10,PRETO,10,LOJA-10,MATRIC-357,"269,00"
10/1/2025,10,PRETO,76,LOJA-76,MATRIC-62,"271,05"
10/1/2025,10,PRETO,8,LOJA-8,MATRIC-269,"273,60"
10/1/2025,10,PRETO,35,LOJA-35,MATRIC-10,"274,00"
10/1/2025,30,AZUL,55,LOJA-55,MATRIC-341,"274,80"
10/1/2025,10,PRETO,62,LOJA-62,MATRIC-226,"278,00"
10/1/2025,10,PRETO,23,LOJA-23,MATRIC-604,"278,00"
10/1/2025,10,PRETO,48,LOJA-48,MATRIC-531,"278,00"
10/1/2025,10,PRETO,61,LOJA-61,MATRIC-45,"278,00"
10/1/2025,10,PRETO,71,LOJA-71,MATRIC-430,"278,00"
10/1/2025,10,PRETO,44,LOJA-44,MATRIC-286,"278,00"
10/1/2025,10,PRETO,25,LOJA-25,MATRIC-359,"278,00"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-560,"278,00"
10/1/2025,10,PRETO,78,LOJA-78,MATRIC-475,"278,00"
10/1/2025,10,PRETO,73,LOJA-73,MATRIC-340,"278,00"
10/1/2025,10,PRETO,66,LOJA-66,MATRIC-495,"278,00"
10/1/2025,10,PRETO,25,LOJA-25,MATRIC-465,"278,00"
10/1/2025,40,VERMELHO,69,LOJA-69,MATRIC-279,"279,00"
10/1/2025,10,PRETO,6,LOJA-6,MATRIC-400,"284,00"
10/1/2025,10,PRETO,14,LOJA-14,MATRIC-278,"284,90"
10/1/2025,10,PRETO,19,LOJA-19,MATRIC-537,"288,00"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-409,"288,00"
10/1/2025,10,PRETO,27,LOJA-27,MATRIC-34,"288,00"
10/1/2025,10,PRETO,34,LOJA-34,MATRIC-35,"288,00"
10/1/2025,10,PRETO,73,LOJA-73,MATRIC-347,"288,00"
10/1/2025,10,PRETO,60,LOJA-60,MATRIC-554,"288,00"
10/1/2025,10,PRETO,53,LOJA-53,MATRIC-482,"288,30"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-560,"289,00"
10/1/2025,10,PRETO,2,LOJA-2,MATRIC-440,"289,00"
10/1/2025,10,PRETO,16,LOJA-16,MATRIC-139,"289,00"
10/1/2025,10,PRETO,8,LOJA-8,MATRIC-46,"289,00"
10/1/2025,10,PRETO,2,LOJA-2,MATRIC-405,"294,00"
10/1/2025,10,PRETO,67,LOJA-67,MATRIC-83,"294,00"
10/1/2025,10,PRETO,76,LOJA-76,MATRIC-72,"298,00"
10/1/2025,10,PRETO,45,LOJA-45,MATRIC-138,"298,00"
10/1/2025,10,PRETO,38,LOJA-38,MATRIC-500,"298,00"
10/1/2025,10,PRETO,19,LOJA-19,MATRIC-407,"298,00"
10/1/2025,10,PRETO,12,LOJA-12,MATRIC-315,"298,00"
10/1/2025,10,PRETO,16,LOJA-16,MATRIC-154,"298,00"
10/1/2025,10,PRETO,34,LOJA-34,MATRIC-35,"298,50"
10/1/2025,10,PRETO,4,LOJA-4,MATRIC-176,"299,00"
10/1/2025,10,PRETO,58,LOJA-58,MATRIC-519,"299,00"
10/1/2025,10,PRETO,61,LOJA-61,MATRIC-53,"299,00"
10/1/2025,10,PRETO,22,LOJA-22,MATRIC-497,"299,00"
10/1/2025,10,PRETO,16,LOJA-16,MATRIC-277,"299,00"
10/1/2025,40,VERMELHO,69,LOJA-69,MATRIC-245,"299,00"
10/1/2025,10,PRETO,10,LOJA-10,MATRIC-424,"299,00"
10/1/2025,10,PRETO,14,LOJA-14,MATRIC-200,"299,00"
10/1/2025,10,PRETO,27,LOJA-27,MATRIC-132,"299,00"
10/1/2025,10,PRETO,30,LOJA-30,MATRIC-248,"299,00"
10/1/2025,10,PRETO,37,LOJA-37,MATRIC-509,"299,00"
10/1/2025,10,PRETO,44,LOJA-44,MATRIC-95,"299,00"
10/1/2025,10,PRETO,77,LOJA-77,MATRIC-186,"299,00"
10/1/2025,10,PRETO,26,LOJA-26,MATRIC-19,"299,00"
10/1/2025,10,PRETO,7,LOJA-7,MATRIC-8,"299,00"
10/1/2025,10,PRETO,18,LOJA-18,MATRIC-433,"299,00"
10/1/2025,10,PRETO,37,LOJA-37,MATRIC-410,"299,00"
10/1/2025,10,PRETO,78,LOJA-78,MATRIC-297,"299,00"
10/1/2025,10,PRETO,28,LOJA-28,MATRIC-202,"299,00"
10/1/2025,10,PRETO,16,LOJA-16,MATRIC-139,"303,50"
10/1/2025,10,PRETO,73,LOJA-73,MATRIC-333,"305,80"
10/1/2025,10,PRETO,53,LOJA-53,MATRIC-418,"308,00"
10/1/2025,50,AMARELO,59,LOJA-59,MATRIC-464,"310,00"
10/1/2025,10,PRETO,42,LOJA-42,MATRIC-137,"314,00"
10/1/2025,40,VERMELHO,69,LOJA-69,MATRIC-580,"314,10"
10/1/2025,10,PRETO,44,LOJA-44,MATRIC-286,"318,00"
10/1/2025,10,PRETO,6,LOJA-6,MATRIC-510,"318,00"
10/1/2025,10,PRETO,12,LOJA-12,MATRIC-113,"318,00"
10/1/2025,40,VERMELHO,20,LOJA-20,MATRIC-343,"322,15"
10/1/2025,40,VERMELHO,20,LOJA-20,MATRIC-343,"322,20"
10/1/2025,10,PRETO,67,LOJA-67,MATRIC-83,"323,50"
10/1/2025,10,PRETO,4,LOJA-4,MATRIC-545,"328,00"
10/1/2025,10,PRETO,31,LOJA-31,MATRIC-84,"328,00"
10/1/2025,10,PRETO,53,LOJA-53,MATRIC-530,"328,00"
10/1/2025,10,PRETO,54,LOJA-54,MATRIC-94,"328,00"
10/1/2025,10,PRETO,2,LOJA-2,MATRIC-440,"328,05"
10/1/2025,40,VERMELHO,69,LOJA-69,MATRIC-245,"329,00"
10/1/2025,10,PRETO,19,LOJA-19,MATRIC-537,"329,00"
10/1/2025,10,PRETO,71,LOJA-71,MATRIC-179,"329,00"
10/1/2025,10,PRETO,61,LOJA-61,MATRIC-195,"331,30"
10/1/2025,10,PRETO,12,LOJA-12,MATRIC-308,"333,60"
10/1/2025,10,PRETO,3,LOJA-3,MATRIC-517,"333,60"
10/1/2025,20,BRANCO,70,LOJA-70,MATRIC-39,"335,00"
10/1/2025,30,AZUL,47,LOJA-47,MATRIC-327,"337,00"
10/1/2025,10,PRETO,11,LOJA-11,MATRIC-266,"338,00"
10/1/2025,10,PRETO,31,LOJA-31,MATRIC-52,"339,00"
10/1/2025,10,PRETO,26,LOJA-26,MATRIC-250,"340,55"
10/1/2025,30,AZUL,46,LOJA-46,MATRIC-524,"346,00"
10/1/2025,10,PRETO,61,LOJA-61,MATRIC-53,"348,00"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-560,"348,00"
10/1/2025,10,PRETO,8,LOJA-8,MATRIC-269,"348,60"
10/1/2025,10,PRETO,62,LOJA-62,MATRIC-216,"354,45"
10/1/2025,30,AZUL,46,LOJA-46,MATRIC-454,"356,00"
10/1/2025,10,PRETO,37,LOJA-37,MATRIC-442,"358,00"
10/1/2025,10,PRETO,72,LOJA-72,MATRIC-346,"361,40"
10/1/2025,10,PRETO,14,LOJA-14,MATRIC-278,"362,60"
10/1/2025,30,AZUL,21,LOJA-21,MATRIC-130,"366,00"
10/1/2025,30,AZUL,21,LOJA-21,MATRIC-388,"367,00"
10/1/2025,10,PRETO,7,LOJA-7,MATRIC-8,"368,00"
10/1/2025,40,VERMELHO,69,LOJA-69,MATRIC-580,"369,00"
10/1/2025,10,PRETO,78,LOJA-78,MATRIC-520,"370,45"
10/1/2025,10,PRETO,27,LOJA-27,MATRIC-158,"370,80"
10/1/2025,10,PRETO,3,LOJA-3,MATRIC-517,"371,40"
10/1/2025,10,PRETO,8,LOJA-8,MATRIC-46,"374,00"
10/1/2025,30,AZUL,47,LOJA-47,MATRIC-327,"376,00"
10/1/2025,10,PRETO,32,LOJA-32,MATRIC-572,"377,00"
10/1/2025,10,PRETO,13,LOJA-13,MATRIC-373,"378,00"
10/1/2025,10,PRETO,13,LOJA-13,MATRIC-422,"378,00"
10/1/2025,40,VERMELHO,20,LOJA-20,MATRIC-342,"378,00"
10/1/2025,10,PRETO,66,LOJA-66,MATRIC-529,"378,00"
10/1/2025,10,PRETO,7,LOJA-7,MATRIC-583,"378,50"
10/1/2025,10,PRETO,13,LOJA-13,MATRIC-522,"378,50"
